for_sorting,lemma_la,lemma_mkh,gender_la,gender_modified,etymologies,sharedgrammaticalinfo,partofspeech_1,morphology_la,ka,en,ru,source
m,max,მახ,b d,B,,n,,maxi; maxiⁿ,ფასი,price,цена,"**მახ** *ბ დ* (მახი; მახიჼ) ფასი*.* **მახ ბილლარ, ბებლარ** გრდმ. ფასის დადება, დაფასება, შეფასება **მახ ლატარ** გრდუვ. ფასის მომატება, გაძვირება (გააძვირებს)"
m,"maxajtĭ, maxat","მახაჲთი̆, მახათ",d d,,,,,maxti; maxteⁿ,,,,"**მახაჲთი̆, მახათ** *დ დ* (მახთი; მახთეჼ) მახათი"
m,maxat,,,D,GE,n,,,მახათი,"big needle,  sack-sewing needle",большая игла,
m,maxiš,მახიშ,,,,n,,,,,,**მახიშ** მრ. გადატ. მუცელში დაგროვილი გაზები *(ექსპ.)*
m,maxiš,მახიშ,,,,n,,,,,,**მახიშ** მრ. იხ. მოხ
m,maxkʼ-d-alar,მახკ-დ-ალარ,,,,vi,,,"დაღვრა (დაიღვრება); დაფანტვა, დავარდნა","be poured, be shed, be spilled; be strewn, be scattered, fall","вылиться, разлиться, высыпаться, рассыпаться","**მახკ-დ-ალარ** გრდუვ. დაღვრა (დაიღვრება); დაფანტვა, დავარდნა"
m,maxkʼ-d-ar,მახკ-დ-არ,,,,vt,,,დაღვრა (დაღვრის); დაფანტვა,"pour, spill; scatter, strew","пролить, рассыпать",**მახკ-დ-არ** გრდმ. დაღვრა (დაღვრის); დაფანტვა; უსრ. მეხკ-დ-არ
m,maxkʼar,მახკარ,,,,n,,,,,,**მახკარ** მრ. იხ. ჲოჰ’
m,maxtʼ,მახტ,d,D,GE,n,,,მახტა (წლიური სახელმწიფო ფულადი გადასახადი კომლზე),yearly poll tax,"оброк, подать",**მახტ** *დ* მახტა *(წლიური სახელმწიფო ფულადი გადასახადი კომლზე)*
m,mazar,,,J,GE,n,,,მაზარა,"greatcoat, cloak",уезд,
m,mazr,მაზრ,j j,,,,,,,,,**მაზრ** *ჲ ჲ* მაზრა
m,mačʼ,მაჭ,j j,J,,n,,mačʼi; mačʼeⁿ,ულვაში,moustache,усы,**მაჭ** *ჲ ჲ* (მაჭი; მაჭეჼ) ულვაში **მაჭ ჲალ’არ** *გრდუვ.* ულვაშის ამოსვლა; დავაჟკაცება
m,mačʼar,მაჭარ,d d,D,GE,n,,,"ღვინო, მაჭარი",fizzy new wine,"вино, молодое вино","**მაჭარ** *დ დ* ღვინო, მაჭარი"
m,mačʼbakareⁿ,მაჭბაქარეჼ,,,,,,,,,,**მაჭბაქარეჼ** წვერულვაშიანი
m,mačʼbaki,მაჭბაქი,,,,,,,,,,"**მაჭბაქი** ჲ მრ. ულვაში და წვერი, წვერ-ულვაში"
m,mačʼjaɬenŏ,მაჭჲალ’ენო̆,,,,,,,,,,"**მაჭჲალ’ენო̆** მიმღ. ულვაშ-ამოსული, მოწიფული"
m,mačʼkʼatʼ,მაჭკატ,d d,D,GE,n,,mačʼkʼtʼi; mačʼkʼatʼeⁿ,"მაჭკატი, ბლინი","pancake, flatbread","блин, оладьи","**მაჭკატ** *დ დ* (მაჭკტი; მაჭკატეჼ) მაჭკატი, ბლინი"
m,mağaɁŏ,მაღაჸო̆,j,J,GE,n,,,მაღაო,strangles (Streptococcus equi),болезнь горла лошади,**მაღაჸო̆** *ჲ* მაღაო
m,mağujrĭ,მაღუჲრი̆,,,,n,,,,,,**მაღუჲრი̆** მრ. იხ. მუღ
m,mağzia,მაღზია,j j,J,GE,n,,mağziiš,მაღაზია,shop,магазин,**მაღზია** *ჲ ჲ* (მაღზიიშ)მაღაზია
m,maħ,მაჰ’,b d,B,,n,,,იაბო,gelding,мерин,**მაჰ’** *ბ დ* იაბო
m,maħiš,მაჰ’იშ,,,,n,,,,,,**მაჰ’იშ** მრ. იხ. მუჰ’
m,maš,მაშ,b d,,,,,maši; mašeⁿ,,,,**მაშ** *ბ დ* (მაში; მაშეჼ) მაშა
m,maš1,,,B,GE,n,,,მაშა,tongs,щипцы,
m,maš2,,,B,,n,,,შალი (მატყლის ძაფის ნაქსოვი),worsted wool,шаль (шерстяная ткань),
m,maša,მაშა,j j,,,,,mašajⁿ,,,,"**მაშა** *ჲ ჲ* (მაშაჲჼ) სინათლე **მაშა ჲარ** გრდმ. განათება ([გა]ანათებს), მინათება (მიანათებს), ამონათება მათხოვ **მაშა ჲაშ** [თვალ]ნათლივ**მაშა ჲუჲნი̆** მანათობელი, გამნათებელი **მაშა ეთთჲარ** გრდუვ. სინათლის მოფენა, განათება **მაშა ხილ’არ** გრდუვ. გათენება (გათენდება)*;* **მაშა ხილ’ნო**გათენებული**მაშა ჴასარ** *გრდმ.* განთიადის დადგომა**მაშა ჴაჲსნო** *მიმღ. გარიჟრაჟი* **მაშა ჴაჩწიჼ** სინათლის მოუღწევლად, უთენია**მაშა ჴალლარ** *გრდმ.* სამხრის ჭამა, სამხრობა (ისამხრებს)"
m,mašacʼol,მაშაწოლ,j d,,,,,,,,,**მაშაწოლ** *ჲ დ*  უსინათლობა
m,"mašajren, mašaj[v]reⁿ,","მაშაჲრენ, მაშაჲ[ვ]რეჼ,",,,,,,,,,,"**მაშაჲრენ, მაშაჲ[ვ]რეჼ,** **მაშერეჼ** სინათლიანი, ნათელი"
m,mašalla,მაშალლა,,,Arab.,interj,,,შეძახილი ქეიფის დროს,"(feast call, yell)",восклицание во время кутежа,**მაშალლა** შეძახილი ქეიფის დროს
m,mašina,,,J,RU,n,,,მანქანა,car,машина,
m,mašivraħ,მაშივრაჰ’,,,,,,,,,,"**მაშივრაჰ’** ზმნს. ნათლად, ცხადად, აშკარად"
m,mašá,,,,,n,,,სინათლე; სამხრობა,light; light dinner,"свет; ранний обед, полдник",
m,maŭd,,,D,GE,n,,,მაუდი,"cloth, breadcloth",сукно,
m,"maŭd, moŭd","მაუ̆დ, მოუ̆დ",d d,,,,,,,,,"**მაუ̆დ, მოუ̆დ** *დ დ* მაუდი"
m,maŭqŭ,მაუ̆ჴუ̆,d d,D,,n,,maŭqi; maqniⁿ,სამართებელი,razor,бритва,**მაუ̆ჴუ̆** *დ დ* (მაუ̆ჴი; მაჴნიჼ) სამართებელი
m,maž-d-alar,მაჟ-დ-ალარ,,,,,,,,,,"**მაჟ-დ-ალარ** გრდუვ. დარბილება ([და]რბილდება); მოშვება, მოდუნება; დასუსტება **დეღეხ მაჟ-დ-ალარ** - კუჭში გახსნა (კუჭში გაიხსნება)"
m,maž-d-ar,მაჟ-დ-არ,,,,,,,,,,"**მაჟ-დ-არ** გრდმ. მოშვება ([მო]უშვებს), დარბილება ([და]არბილებს) **დეღე[ჰ’] მაჟ-დ-არ** გრდმ. კუჭში გახსნა (კუჭში გახსნის)"
m,mažar,მაჟარ,j j,J,GE,n,,majžri; majžreⁿ,მაჟარი,flintlock gun,ружьё (старинное),**მაჟარ** *ჲ ჲ* (მაჲჟრი; მაჲჟრეჼ)მაჟარი (ძველებური თოფი)
m,maždar,მაჟდარ,b,B,,n,,,მჭადის ფქვილი; მჭადი,"corn flour, corn bread","кукурузная мука, кукурузная лепешка, вареная кукурузная мука",**მაჟდარ** *ბ* მჭადის ფქვილი; მჭადი
m,mažuⁿ,მაჟუჼ,,,,a,,,რბილი,soft,мягкий; мягкий человек,**მაჟუჼ**  რბილი
m,maɬ-d-alar1,მალ’-დ-ალარ1,,,,,,,,,,"**მალ’-დ-ალარ1**გრდუვ. დალევა (დაილევა), შესმა უსრ. მელ’-დ-ალარ1"
m,maɬ-d-alar2,მალ’-დ-ალარ2,,,,vi,,,"დატაკება (დაეტაკება), დაჯახება, დაძგერება","strike a blow, hit hard","удариться, стукнуться","**მალ’-დ-ალარ2**გრდუვ. დატაკება (დაეტაკება), დაჯახება, დაძგერება; უსრ. მელ’-დ-ალარ2"
m,maɬ-d-ar1,მალ’-დ-არ1,,,,,,,,,,**მალ’-დ-არ1** გრდმ. დალევინება; უსრ. მელ’-დ-არ1
m,maɬ-d-ar2,მალ’-დ-არ2,,,,vt,,,"დატაკება (დაატაკებს), ძგერება (აძგერებს), დაჯახება, მოჯახება, ჩაცმა, შეხლა, კვეთება; წამოკვრა","hit, strike, ram, crash with, collide with","(на)толкнуть (о что), вонзить, кольнуть, воткнуть, стукнуть","**მალ’-დ-არ2**გრდმ. დატაკება (დაატაკებს), ძგერება (აძგერებს), დაჯახება, მოჯახება, ჩაცემა, შეხლა, კვეთება; წამოკვრა"
m,maɬar,მალ’არ,d d,D,,vi,vt,,,,,"**მალ’არ** 1. გრდმ. შესმა (შესვამს), დალევა 2. *დ დ* სასმელი"
m,maɬenŏ,მალ’ენო̆,,,,,,,,,,"**მალ’ენო̆** მიმღ. დალეული, ნასვამი, მთვრალი"
m,maɬrecʼiⁿ,მალ’რეწიჼ,,,,,,,,,,**მალ’რეწიჼ** უსასმლოდ
m,maɬujnĭ,მალ’უჲნი̆,,,,,,,,,,**მალ’უჲნი̆** მიმღ. 1. დასალევი 2. დამლევი
m,mcʼeral,მწერალ,"v b, j d",M/F,GE,n,,mcʼerli; mcʼerleⁿ,მწერალი,writer,"писатель, писарь","**მწერალ** *ვ ბ, ჲ დ* (მწერლი; მწერლეჼ) მწერალი"
m,mcʼerlob,მწერლობ,j,,,,,,,,,**მწერლობ** *ჲ* მწერლობა
m,me,მე,,,,conj,,,რომ,"that, (subordinating conjunction)","что, чтобы",**მე** კავშ. რომ
m,mebalaxĕ,,,M,GE,n,,,საბალახოს ფასის ამღები,,сборщик платы за пастбище,
m,"mebalaxĕ, mobalaxĕ","მებალახე̆, მობალახე̆",v b,,,,,,,,,"**მებალახე̆, მობალახე̆** *ვ ბ* საბალახოს ფასის ამღები"
m,medavitnĕ,მედავითნე̆,v b,M,GE,n,,medavitni; medavitneⁿ,მედავითნე,psalm-chanter,псаломщик,**მედავითნე̆** *ვ ბ* (მედავითნი; მედავითნეჼ) მედავითნე
